,Compound Name,Physical Parameter,Dimensions,Temporal Shape,Spatial Shape,Cell Methods,Cell Measures,Dimensions (from Spatial Shape),Dimensions (from Temporal Shape),CMIP7_branded_variable_name
565,CFmon.tnhusd,tnhusd,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tnhusd_ti-l-hxy-u
566,CFmon.tnhusmp,tnhusmp,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tnhusmp_ti-l-hxy-u
567,CFmon.tnhusscpbl,tnhusscpbl,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tnhusscpbl_ti-l-hxy-u
568,CFmon.tnt,tnt,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tnt_ti-l-hxy-u
569,CFmon.tnta,tnta,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tnta_ti-l-hxy-u
570,CFmon.tntc,tntc,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntc_ti-l-hxy-u
571,CFmon.tntmp,tntmp,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntmp_ti-l-hxy-u
572,CFmon.tntr,tntr,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntr_ti-l-hxy-u
573,CFmon.tntscpbl,tntscpbl,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntscpbl_ti-l-hxy-u
574,CFsubhr.ccb,ccb,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,ccb_ti-u-hxys-u
575,CFsubhr.cct,cct,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,cct_ti-u-hxys-u
576,CFsubhr.ci,ci,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,ci_ti-u-hxys-u
577,CFsubhr.cl,cl,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,cl_ti-l-hxys-u
578,CFsubhr.cli,cli,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,cli_ti-l-hxys-u
579,CFsubhr.clivi,clivi,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,clivi_ti-u-hxys-u
580,CFsubhr.clt,clt,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,clt_ti-u-hxys-u
581,CFsubhr.clw,clw,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,clw_ti-l-hxys-u
582,CFsubhr.clwvi,clwvi,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,clwvi_ti-u-hxys-u
583,CFsubhr.edt,edt,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,edt_ti-l-hxys-u
584,CFsubhr.evspsbl,evspsbl,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,evspsbl_ti-u-hxys-u
585,CFsubhr.evu,evu,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,evu_ti-l-hxys-u
586,CFsubhr.fco2antt,fco2antt,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,fco2antt_ti-u-hxys-u
587,CFsubhr.fco2fos,fco2fos,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,fco2fos_ti-u-hxys-u
588,CFsubhr.fco2nat,fco2nat,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,fco2nat_ti-u-hxys-u
589,CFsubhr.hfls,hfls,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,hfls_ti-u-hxys-u
590,CFsubhr.hfss,hfss,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,hfss_ti-u-hxys-u
591,CFsubhr.hur,hur,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,hur_ti-l-hxys-u
592,CFsubhr.hurs,hurs,"site, time1, height2m",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,hurs_ti-h2m-hxys-u
593,CFsubhr.hus,hus,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,hus_ti-l-hxys-u
594,CFsubhr.huss,huss,"site, time1, height2m",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,huss_ti-h2m-hxys-u
595,CFsubhr.mc,mc,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,mc_ti-l-hxys-u
596,CFsubhr.pfull,pfull,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,pfull_ti-l-hxys-u
597,CFsubhr.phalf,phalf,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,phalf_ti-l-hxys-u
598,CFsubhr.pr,pr,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,pr_ti-u-hxys-u
599,CFsubhr.prc,prc,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,prc_ti-u-hxys-u
600,CFsubhr.prsn,prsn,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,prsn_ti-u-hxys-u
601,CFsubhr.prw,prw,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,prw_ti-u-hxys-u
602,CFsubhr.ps,ps,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,ps_ti-u-hxys-u
603,CFsubhr.psl,psl,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,psl_ti-u-hxys-u
604,CFsubhr.rld,rld,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rld_ti-l-hxys-u
605,CFsubhr.rldcs,rldcs,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rldcs_ti-l-hxys-u
606,CFsubhr.rlds,rlds,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rlds_ti-u-hxys-u
607,CFsubhr.rldscs,rldscs,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rldscs_ti-u-hxys-u
608,CFsubhr.rlu,rlu,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rlu_ti-l-hxys-u
609,CFsubhr.rlucs,rlucs,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rlucs_ti-l-hxys-u
610,CFsubhr.rlus,rlus,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rlus_ti-u-hxys-u
611,CFsubhr.rlut,rlut,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rlut_ti-u-hxys-u
612,CFsubhr.rlutcs,rlutcs,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rlutcs_ti-u-hxys-u
613,CFsubhr.rsd,rsd,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rsd_ti-l-hxys-u
614,CFsubhr.rsdcs,rsdcs,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rsdcs_ti-l-hxys-u
615,CFsubhr.rsds,rsds,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rsds_ti-u-hxys-u
616,CFsubhr.rsdscs,rsdscs,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rsdscs_ti-u-hxys-u
617,CFsubhr.rsdt,rsdt,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rsdt_ti-u-hxys-u
618,CFsubhr.rsu,rsu,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rsu_ti-l-hxys-u
619,CFsubhr.rsucs,rsucs,"alevhalf, site, time1",time-point,Atmospheric profiles (half levels) at specified sites,area: point time: point,,"alevhalf,site",time1,rsucs_ti-l-hxys-u
620,CFsubhr.rsus,rsus,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rsus_ti-u-hxys-u
621,CFsubhr.rsuscs,rsuscs,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rsuscs_ti-u-hxys-u
622,CFsubhr.rsut,rsut,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rsut_ti-u-hxys-u
623,CFsubhr.rsutcs,rsutcs,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rsutcs_ti-u-hxys-u
624,CFsubhr.rtmt,rtmt,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,rtmt_ti-u-hxys-u
625,CFsubhr.sbl,sbl,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,sbl_ti-u-hxys-u
626,CFsubhr.sci,sci,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,sci_ti-u-hxys-u
627,CFsubhr.sfcWind,sfcWind,"site, time1, height10m",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,sfcWind_ti-h10m-hxys-u
628,CFsubhr.ta,ta,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,ta_ti-l-hxys-u
629,CFsubhr.tas,tas,"site, time1, height2m",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,tas_ti-h2m-hxys-u
630,CFsubhr.tauu,tauu,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,tauu_ti-u-hxys-u
631,CFsubhr.tauv,tauv,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,tauv_ti-u-hxys-u
632,CFsubhr.tnhus,tnhus,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhus_ti-l-hxys-u
633,CFsubhr.tnhusa,tnhusa,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhusa_ti-l-hxys-u
634,CFsubhr.tnhusc,tnhusc,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhusc_ti-l-hxys-u
635,CFsubhr.tnhusd,tnhusd,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhusd_ti-l-hxys-u
636,CFsubhr.tnhusmp,tnhusmp,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhusmp_ti-l-hxys-u
637,CFsubhr.tnhusscpbl,tnhusscpbl,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhusscpbl_ti-l-hxys-u
638,CFsubhr.tnt,tnt,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnt_ti-l-hxys-u
639,CFsubhr.tnta,tnta,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnta_ti-l-hxys-u
640,CFsubhr.tntc,tntc,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntc_ti-l-hxys-u
641,CFsubhr.tntmp,tntmp,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntmp_ti-l-hxys-u
642,CFsubhr.tntr,tntr,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntr_ti-l-hxys-u
643,CFsubhr.tntscpbl,tntscpbl,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntscpbl_ti-l-hxys-u
644,CFsubhr.ts,ts,"site, time1",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,ts_ti-u-hxys-u
645,CFsubhr.ua,ua,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,ua_ti-l-hxys-u
646,CFsubhr.uas,uas,"site, time1, height10m",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,uas_ti-h10m-hxys-u
647,CFsubhr.va,va,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,va_ti-l-hxys-u
648,CFsubhr.vas,vas,"site, time1, height10m",time-point,Site (specific locations requested by CFMIP),area: point time: point,,site,time1,vas_ti-h10m-hxys-u
649,CFsubhr.wap,wap,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,wap_ti-l-hxys-u
650,CFsubhr.zg,zg,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,zg_ti-l-hxys-u
651,day.clt,clt,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,clt_ti-u-hxy-u
652,day.hfls,hfls,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,hfls_ti-u-hxy-u
653,day.hfss,hfss,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,hfss_ti-u-hxy-u
654,day.hur,hur,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),time: mean,area: areacella,"longitude,latitude,plev19",time,hur_ti-p19-hxy-u
655,day.hurs,hurs,"longitude, latitude, time, height2m",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,hurs_ti-h2m-hxy-u
656,day.hursmax,hursmax,"longitude, latitude, time, height2m",time-intv,Global field (single level),area: mean time: maximum,area: areacella,"longitude,latitude",time,hursmax_tstat-h2m-hxy-u
657,day.hursmin,hursmin,"longitude, latitude, time, height2m",time-intv,Global field (single level),area: mean time: minimum,area: areacella,"longitude,latitude",time,hursmin_tstat-h2m-hxy-u
658,day.hus,hus,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),time: mean,area: areacella,"longitude,latitude,plev19",time,hus_ti-p19-hxy-u
659,day.huss,huss,"longitude, latitude, time, height2m",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,huss_ti-h2m-hxy-u
660,day.irrDem,irrDem,"longitude, latitude, time4",monthly-mean-daily-stat,Global field (single level),area: mean,area: areacella,"longitude,latitude",time4,irrDem_ti-u-hxy-u
661,day.irrGw,irrGw,"longitude, latitude, time4",monthly-mean-daily-stat,Global field (single level),area: mean,area: areacella,"longitude,latitude",time4,irrGw_ti-u-hxy-u
662,day.irrLut,irrLut,"longitude, latitude, time4",monthly-mean-daily-stat,Global field (single level),area: mean,area: areacella,"longitude,latitude",time4,irrLut_ti-u-hxy-u
663,day.irrSurf,irrSurf,"longitude, latitude, time4",monthly-mean-daily-stat,Global field (single level),area: mean,area: areacella,"longitude,latitude",time4,irrSurf_ti-u-hxy-u
664,day.mrro,mrro,"longitude, latitude, time",time-intv,Global field (single level),area: mean where land time: mean,area: areacella,"longitude,latitude",time,mrro_ti-u-hxy-lnd
665,day.mrso,mrso,"longitude, latitude, time",time-intv,Global field (single level),area: mean where land time: mean,area: areacella,"longitude,latitude",time,mrso_ti-u-hxy-lnd
666,day.mrsos,mrsos,"longitude, latitude, time, sdepth1",time-intv,Global field (single level),area: mean where land time: mean,area: areacella,"longitude,latitude",time,mrsos_ti-z10cm-hxy-lnd
667,day.noaahi2m,noaahi2m,"longitude, latitude, time, height2m",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,noaahi2m_ti-h2m-hxy-u
668,day.noaahi2mmax,noaahi2mmax,"longitude, latitude, time, height2m",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,noaahi2mmax_ti-h2m-hxy-u
669,day.pr,pr,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,pr_ti-u-hxy-u
670,day.prc,prc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,prc_ti-u-hxy-u
671,day.prsn,prsn,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,prsn_ti-u-hxy-u
